Issue Type,Issue Key,Issue ID,Summary,Description,Epic Name,Epic Link,Status,Resolution,Priority,Assignee,Reporter,Story Points,Sprint,Components,Labels,Created,Updated,Resolved,Due Date,Comment,Comment,Comment,Comment
Task,DRG-67,10067,Publish the model ladder results,"Write up the ladder: what each model is, what it scored, and what the
comparison means.

The finding worth stating plainly: XGBoost more than halves the error of the
operational baseline, and a regularised linear model gets most of the way.
The problem is dominated by recent history and weekly seasonality, which is
why relatively simple models do well.",,DRG-4,Done,Done,Medium,geetha.nallamada,sabitha.lingala,3,Sprint 20 (29 Sep - 10 Oct 2025),Docs,reporting;modelling,2025-09-29 09:15:00,2025-10-10 15:20:00,2025-10-10 15:20:00,,"2025-10-10 15:15:00;geetha.nallamada;Stating that simple models do well is not undermining the work - it is the finding. It tells a network operator that this is tractable with modest infrastructure, which is far more actionable than a marginal accuracy claim.",,,
Story,DRG-68,10068,Percentile stress thresholds per neighbourhood,"As the analysis
I want stress defined from each neighbourhood's own historical distribution
So that sites are measurable without knowing their capacity.

* threshold at a configurable percentile, default P95, per site
* computed on the training window only - see DRG-69
* thresholds published per site, with the underlying distribution, so the
  definition is inspectable rather than a magic number",,DRG-5,Done,Done,High,geetha.nallamada,sabitha.lingala,5,Sprint 21 (13 Oct - 24 Oct 2025),Stress,stress;definitions,2025-10-13 09:20:00,2025-10-24 15:40:00,2025-10-24 15:40:00,,"2025-10-13 09:45:00;geetha.nallamada;The honest wording, which goes everywhere this number appears: this is not a capacity breach. We do not have ratings. It is the top 5% of a site's own history, and the interesting claim is how much more often that happens under electrification.",2025-10-24 15:35:00;divya.maram;Per site rather than global. A dense urban feeder and a suburban one have completely different distributions and a shared threshold would just rank sites by size.,,
Bug,DRG-69,10069,Stress threshold computed on the full series including test,"Observed: stress-alarm F1 was suspiciously stable across every model,
including the naive baseline.

Diagnosis: the P95 threshold was computed over the entire series, test window
included. Every model was being scored against a threshold derived partly
from the data it was being tested on - a lookahead, and one that flatters all
models equally, which is why it did not show up as an odd ranking.

Impact: none published. Found while preparing the stress results for the Q4
review.

Fix: thresholds computed on the training window only, then applied unchanged
to validation and test. Asserted in a test.",,DRG-5,Done,Done,High,geetha.nallamada,divya.maram,3,Sprint 22 (27 Oct - 07 Nov 2025),Stress,leakage;silent,2025-10-27 10:20:00,2025-11-04 14:30:00,2025-11-04 14:30:00,,"2025-10-27 10:40:00;divya.maram;Spotted it because the naive baseline's stress F1 was 0.85, which is high for a model that is just repeating yesterday. The threshold knowing about the test window was making the task easier for everyone.","2025-10-28 09:30:00;geetha.nallamada;Third leakage bug of the year, and the pattern is consistent: it is never the model, it is always something fitted on more data than it should have seen. Scaler, rolling window, now a threshold.","2025-10-30 11:15:00;geetha.nallamada;Proposing a rule rather than another fix: anything that is estimated from data - a scaler, a threshold, a percentile, a category encoding - is fitted on train and applied elsewhere, and there is a test for each one. Otherwise we will find the fourth in February.","2025-11-04 14:25:00;divya.maram;Rule adopted and written into the modelling notes. Thresholds now train-only, F1 numbers moved slightly and the ranking held."
Story,DRG-70,10070,Stress event detection with a minimum duration,"As a planner
I want stress reported as events rather than as isolated half-hours
So that the output matches how the network is actually operated.

* contiguous half-hours above threshold form one event
* a configurable minimum duration, so a single spike is not an event
* small gaps below threshold do not split one event into two
* event start, end, duration and peak recorded",,DRG-5,Done,Done,Medium,geetha.nallamada,sabitha.lingala,5,Sprint 22 (27 Oct - 07 Nov 2025),Stress,stress,2025-11-03 09:20:00,2025-11-14 15:30:00,2025-11-14 15:30:00,,"2025-11-07 10:30:00;geetha.nallamada;The gap-bridging rule matters more than it sounds. Demand oscillating around a threshold produces dozens of one-period events, which is noise dressed as a finding, and it would make the duration statistics meaningless.","2025-11-14 15:25:00;divya.maram;Both parameters are in config and reported with the results, so the sensitivity work next year can sweep them.",,
Story,DRG-71,10071,Stress frequency and duration metrics,"The headline stress statistics per site and per scenario.

* share of half-hours in stress
* event count, mean and maximum duration
* time-of-day and seasonal distribution of stress events
* all computed from the event structure in DRG-70, not from raw exceedances",,DRG-5,Done,Done,Medium,divya.maram,sabitha.lingala,5,Sprint 23 (10 Nov - 21 Nov 2025),Stress,stress;metrics,2025-11-17 09:20:00,2025-11-28 15:20:00,2025-11-28 15:20:00,,"2025-11-26 11:15:00;divya.maram;Base case is 4.4% of half-hours in stress with a mean event duration of 2.2 hours. That is the number every electrification scenario will be compared against, so it is worth being precise about how it was computed.",,,
Story,DRG-72,10072,"Stress-alarm precision, recall and F1","As the project
I want forecasts judged on whether they predict stress, not only on error
So that model selection reflects what the platform is for.

* a forecast raises an alarm when the predicted half-hour exceeds the
  threshold; the truth is whether the actual half-hour did
* precision, recall and F1 per model, reported next to MAE
* the asymmetry stated: a missed stress event costs more than a false alarm,
  and the operating point can be tuned for that",,DRG-5,Done,Done,High,geetha.nallamada,sabitha.lingala,5,Sprint 23 (10 Nov - 21 Nov 2025),Stress,stress;evaluation,2025-11-17 09:25:00,2025-12-05 15:40:00,2025-12-05 15:40:00,,2025-11-20 10:20:00;geetha.nallamada;A model can improve MAE by getting the easy quiet half-hours slightly better while getting worse at the peaks. Without this metric we would select for the wrong thing and never know.,"2025-12-05 15:35:00;divya.maram;XGBoost at 0.90 F1, daily-naive at 0.85. A smaller gap than the MAE difference suggests, which is itself informative - the peaks are the recurrent, forecastable part.",,
Story,DRG-73,10073,Per-household EV adoption sampling,"As the simulation
I want EV adoption assigned to individual households, not applied as a
uniform uplift
So that diversity between households is preserved.

* adoption rate as a scenario parameter; households sampled, not scaled
* sampling weighted by household consumption, per the DRG-33 finding that
  early adopters are not a random draw
* the sampling assumption stated in every scenario output",,DRG-6,Done,Done,High,divya.maram,sabitha.lingala,5,Sprint 24 (24 Nov - 05 Dec 2025),Simulation,simulation;ev,2025-12-01 09:20:00,2025-12-12 15:30:00,2025-12-12 15:30:00,,"2025-12-03 10:40:00;divya.maram;Bottom-up rather than a percentage uplift on the aggregate. A uniform uplift assumes every household charges at the same time, which is the assumption that would make the whole result wrong in the direction of alarming.","2025-12-10 11:20:00;geetha.nallamada;And the consumption weighting is a real assumption with an effect, so it needs to be visible and sweepable in the sensitivity work rather than buried.",,
Story,DRG-74,10074,EV charging profiles,"Half-hourly charging demand per EV household.

* arrival time distribution and charge duration, not a fixed schedule
* charger power as a parameter, with the resulting after-diversity maximum
  demand reported per scenario
* daily energy per vehicle reported, so the assumption can be sanity checked
  against average UK mileage",,DRG-6,Done,Done,Medium,divya.maram,sabitha.lingala,8,Sprint 24 (24 Nov - 05 Dec 2025),Simulation,simulation;ev,2025-12-01 09:25:00,2025-12-19 15:40:00,2025-12-19 15:40:00,,"2025-12-15 10:30:00;divya.maram;Reporting kWh per car per day in every scenario summary. It comes out at 5.3, which is about 1,900 kWh a year and consistent with average UK car mileage - and that is the number a planner will check first to decide whether to trust the rest.","2025-12-19 15:35:00;geetha.nallamada;Publishing the auditable intermediate rather than only the headline is the right instinct. It invites the reader to check us, which is how the headline earns trust.",,
Story,DRG-75,10075,Heat pump profiles driven by temperature,"Half-hourly heat pump demand per adopting household, driven by outdoor
temperature rather than a fixed profile.

* demand from heating degree hours and a configurable coefficient of
  performance
* COP varying with temperature - efficiency falls exactly when demand rises,
  which is the whole reason heat pumps matter for peak
* after-diversity maximum demand per heat pump reported per scenario",,DRG-6,Done,Done,High,divya.maram,sabitha.lingala,8,Sprint 25 (08 Dec - 19 Dec 2025),Simulation,simulation;heat-pump,2025-12-15 09:20:00,2026-01-09 15:50:00,2026-01-09 15:50:00,,"2025-12-17 11:15:00;divya.maram;Temperature-varying COP is the detail that makes this credible. A fixed COP understates the cold-snap peak, and the cold snap is the case the whole study is about.",2026-01-07 10:20:00;geetha.nallamada;This is also why DRG-48's lagged temperature work matters - the building thermal mass means the heat pump is still working the morning after the cold evening.,"2026-01-09 15:45:00;divya.maram;1.30 kW after-diversity per heat pump, which sits inside the range DNOs plan with. Published in every scenario summary.",
Task,DRG-76,10076,Year-end report and 2026 plan,"Close 2025 with stakeholders and agree the 2026 shape.

Delivered in 2025: data foundations and the synthetic path, consumption
analysis, the feature set, the full model ladder, and statistical stress
detection.

2026: electrification scenarios, sensitivity, explainability, the dashboard
and API, MLOps and Azure deployment.",,DRG-16,Done,Done,Medium,sabitha.lingala,sabitha.lingala,3,Sprint 25 (08 Dec - 19 Dec 2025),Governance,ceremony;reporting,2025-12-08 09:15:00,2025-12-19 16:20:00,2025-12-19 16:20:00,,"2025-12-19 16:10:00;sabitha.lingala;Twelve months in and the honest summary is that we spent the first quarter on data quality and never regretted it. Three of the year's five significant defects were leakage or data-integrity issues found by suspicion rather than by a test, and that is the pattern to fix in 2026.",2025-12-19 16:25:00;geetha.nallamada;Which is an argument for a dedicated QA role. Raising it as a resourcing item rather than something we absorb.,2026-01-05 09:30:00;sabitha.lingala;Raised. Noting here that it took until June to be filled.,
Story,DRG-77,10077,Deployment target options and a costed recommendation,"Decide where DRG will run, with costs, before building for it.

Compared: Azure Container Apps with Azure ML, App Service, and AKS.

Recommendation: Container Apps for the API and dashboard, Azure ML for
training and the managed endpoint. Scale to zero on non-production, which
matters for a system that is used during working hours and idle at night.",,DRG-13,Done,Done,Medium,devendranath.singam,sabitha.lingala,5,Sprint 24 (24 Nov - 05 Dec 2025),Infrastructure,azure;spike,2025-12-01 09:30:00,2025-12-18 15:10:00,2025-12-18 15:10:00,,"2025-12-16 11:20:00;devendranath.singam;AKS is rejected on operational cost rather than capability. A Kubernetes cluster for a workload this size is a full-time job nobody on this team has, and Container Apps gives us scale-to-zero without it.","2025-12-18 15:05:00;sabitha.lingala;Costed estimate attached to the year-end report. Non-production comes to a level finance will not query, which is the practical test.",,
Task,DRG-78,10078,Modelling notes as a handover document,"Write the modelling decisions down well enough that the other analyst can run
and defend the stage.

Covers: the split contract, why lags at 1/48/336, the leakage rules from
DRG-46, DRG-58 and DRG-69, the model ladder and why XGBoost is primary, the
stress definition and its limits, and the metrics and their caveats.

Mitigation for the knowledge concentration risk raised in DRG-50.",,DRG-15,Done,Done,Medium,geetha.nallamada,sabitha.lingala,5,Sprint 25 (08 Dec - 19 Dec 2025),Docs,docs;raid,2025-12-08 09:20:00,2025-12-23 14:40:00,2025-12-23 14:40:00,,2025-12-22 10:30:00;divya.maram;Read it end to end and ran the model stage from it without asking anything. That is the actual acceptance test for this ticket.,"2025-12-23 14:35:00;sabitha.lingala;Good. Closing the knowledge concentration risk down to watch, with the equivalent for the simulation stage due in Q1.",,
Story,DRG-79,10079,Combined EV and heat pump scenario engine,"As a planner
I want EV and heat pump adoption applied together to the same households
So that the combined effect on peak is measurable rather than assumed.

* a scenario is an adoption rate for each technology, applied per household
* the two loads are superimposed on the household's own baseline demand
* neighbourhood demand is re-aggregated from the modified households, never
  scaled at the aggregate level",,DRG-6,Done,Done,Highest,divya.maram,sabitha.lingala,8,Sprint 27 (05 Jan - 16 Jan 2026),Simulation,simulation,2026-01-05 09:20:00,2026-01-23 15:40:00,2026-01-23 15:40:00,,"2026-01-07 10:30:00;divya.maram;Re-aggregating from households is the whole point. Two households with an EV and a heat pump do not both plug in at 18:00, and only a bottom-up model can express that.",2026-01-23 15:35:00;geetha.nallamada;Accepted. And it immediately produced a result that looked wrong - see DRG-80.,,
Bug,DRG-80,10080,Diversity lost - combined peak came out additive,"Observed: the combined EV and heat pump scenario produced a peak amplification
almost exactly equal to the sum of the two technologies applied separately.
That is not what happens physically - the two loads peak at overlapping but
not identical times.

Diagnosis: the household profiles were being combined after each technology's
demand had already been aggregated to the neighbourhood and re-peaked. The
aggregation was applied twice and the second one destroyed the time offsets
between households.

Impact: none published. The additive figure would have overstated the peak by
roughly 29 percentage points at the highest scenario, in the direction that
makes the finding sound more alarming - which is the worst direction to be
wrong in.

Fix: superimpose per household at half-hourly resolution, aggregate once, at
the end.",,DRG-6,Done,Done,Highest,divya.maram,geetha.nallamada,5,Sprint 27 (05 Jan - 16 Jan 2026),Simulation,simulation;silent,2026-01-13 10:20:00,2026-01-22 15:10:00,2026-01-22 15:10:00,,"2026-01-13 10:40:00;geetha.nallamada;The tell was that the combined number was suspiciously close to the sum. Physical systems very rarely add exactly, and when they do it usually means the model has lost the thing that would have made them not add.","2026-01-15 11:30:00;divya.maram;Confirmed - aggregating twice. Fixing it so aggregation happens exactly once, at the end, and adding an assertion that the combined peak is strictly below the sum of the individual peaks.","2026-01-19 09:45:00;geetha.nallamada;That assertion is a good one because it encodes a physical fact rather than a code expectation. If it ever fails, either the model is wrong or something genuinely surprising is happening, and both are worth stopping for.","2026-01-22 15:05:00;divya.maram;Fixed. EV alone at 80% gives +154%, heat pumps alone at 70% give +113%, together +237% rather than +267%. The 29 point gap is diversity, and it is now the headline rather than a caveat."
Story,DRG-81,10081,Scenario sweep and peak amplification metrics,"Five scenarios from base to high adoption, with the metrics a planner needs.

* peak amplification against base, energy growth, and the resulting stress
  frequency and mean event duration
* after-diversity maximum demand per EV and per heat pump printed in every
  scenario summary
* results written to the run report so the published table regenerates",,DRG-6,Done,Done,Medium,divya.maram,sabitha.lingala,5,Sprint 28 (19 Jan - 30 Jan 2026),Simulation,simulation;metrics,2026-01-26 09:20:00,2026-02-06 15:30:00,2026-02-06 15:30:00,,2026-02-03 10:20:00;divya.maram;Printing ADMD in every summary rather than in an appendix. It is the number a DNO planner will check against their own planning assumptions to decide whether to believe the rest of the table.,"2026-02-06 15:25:00;geetha.nallamada;1.20 kW per EV and 1.30 kW per heat pump, both inside the range used in UK planning practice. That is the credibility check passed.",,
Story,DRG-82,10082,Stress under electrification scenarios,"Apply the DRG-68 thresholds - fixed at each site's historical P95 - to the
simulated scenario demand.

The thresholds do not move with the scenario. The question is how much more
often a neighbourhood exceeds what used to be its top 5%, which is only
meaningful if the bar stays where it was.",,DRG-5,Done,Done,High,geetha.nallamada,sabitha.lingala,5,Sprint 28 (19 Jan - 30 Jan 2026),Stress,stress;simulation,2026-01-26 09:25:00,2026-02-13 15:50:00,2026-02-13 15:50:00,,2026-01-28 09:50:00;geetha.nallamada;Holding the threshold at the historical value is the crux. Recomputing P95 under each scenario would define stress away - the top 5% is always 5% - and produce the reassuring answer that nothing changes.,"2026-02-13 15:45:00;divya.maram;Base 4.4% of half-hours in stress, rising to 46.8% at the highest scenario. Roughly ten times more often, with mean event duration going from 2.2 to 6.9 hours.",2026-02-16 09:30:00;geetha.nallamada;The duration change may matter more than the frequency to an operator. A two-hour event is manageable; a seven-hour one covers the whole evening peak and leaves no recovery window.,
Task,DRG-83,10083,Q1 2026 planning and RAID review,"Replan for 2026 and review risks.

* simulation closing, replay and sensitivity next
* QA resourcing still open, four months after it was raised
* new risk: the dashboard and API have no consumer yet, so we are building
  the interface before validating the workflow with a planner",,DRG-16,Done,Done,Medium,sabitha.lingala,sabitha.lingala,2,Sprint 27 (05 Jan - 16 Jan 2026),Governance,raid;ceremony,2026-01-05 09:15:00,2026-01-16 15:20:00,2026-01-16 15:20:00,,"2026-01-16 15:10:00;sabitha.lingala;Raising the interface risk deliberately. We are about to spend two quarters building a dashboard for a user we have described rather than met, which is a pattern that ends with a beautiful tool nobody opens.","2026-01-19 10:20:00;geetha.nallamada;Agreed. Mitigation: get a network planner in front of the scenario results before the dashboard design is fixed, even if what we show them is a notebook.",,
Story,DRG-84,10084,Scenario reporting artefacts,"The figures and tables that carry the electrification finding: peak
amplification by scenario, the diversity gap, stress frequency and duration,
and the load shape overlay showing where in the day the amplification lands.

All regenerated by run-all, all written to artifacts.",,DRG-6,Done,Done,Medium,divya.maram,sabitha.lingala,5,Sprint 29 (02 Feb - 13 Feb 2026),Simulation,reporting,2026-02-09 09:20:00,2026-02-20 15:10:00,2026-02-20 15:10:00,,"2026-02-18 11:15:00;divya.maram;The load shape overlay is the most persuasive of these. It shows the evening peak growing and widening rather than just a bigger number, and that is what makes the duration finding land.",,,
Story,DRG-85,10085,Near-real-time replay engine,"As an operator
I want historical half-hours streamed at accelerated wall-clock speed
So that the system can be demonstrated and tested as if it were live.

* configurable acceleration - one half-hour of history per second
* each step produces a forecast, a stress evaluation and an explanation
* driven by event time from the data, not by the clock - see DRG-87
* a replayed window reproduces exactly the output it produced before",,DRG-9,Done,Done,High,devendranath.singam,sabitha.lingala,8,Sprint 30 (16 Feb - 27 Feb 2026),Streaming,streaming;replay,2026-02-16 09:20:00,2026-03-06 16:00:00,2026-03-06 16:00:00,,2026-02-18 10:30:00;devendranath.singam;Replay is the only way to test the operational path without waiting for real time to pass. It has to be deterministic or it is a demo rather than a test.,"2026-03-06 15:55:00;geetha.nallamada;Accepted. Two runs over the same window produce byte-identical output, which means the streaming path is now assertable.",,
Story,DRG-86,10086,Carbon intensity feed,"Live and historical grid carbon intensity from a key-free public API, so
demand and stress can be read alongside the carbon cost of meeting it.

* same caching and degradation contract as the weather feed (DRG-41)
* regional where the API supports it, national otherwise, and the page says
  which it is showing",,DRG-9,Done,Done,Medium,devendranath.singam,sabitha.lingala,5,Sprint 30 (16 Feb - 27 Feb 2026),Streaming,external;carbon,2026-02-23 09:20:00,2026-03-06 15:20:00,2026-03-06 15:20:00,,2026-03-04 10:40:00;devendranath.singam;Stating national versus regional on the page. It is a small honesty that stops someone quoting a national average as if it were their substation.,,,
Bug,DRG-87,10087,Replay windows driven by wall clock rather than event time,"Observed: replaying the same window twice produced slightly different stress
event boundaries.

Cause: the rolling feature windows inside the replay loop were built from the
wall-clock time of processing rather than the event time of the data. A slow
step let a window advance further than it should have.

Impact: the replay path was non-deterministic and therefore untestable, and
the difference was small enough to look like noise rather than a defect.

Fix: every window and every timestamp inside replay derives from the event
time carried by the record. Wall clock controls only the pacing of the loop.
Assert identical output across two runs of the same window.",,DRG-9,Done,Done,High,devendranath.singam,divya.maram,5,Sprint 30 (16 Feb - 27 Feb 2026),Streaming,streaming;determinism,2026-02-27 10:20:00,2026-03-10 14:40:00,2026-03-10 14:40:00,,"2026-02-27 10:35:00;divya.maram;Noticed because two replays of the same day disagreed on when an event ended. A one-period difference, which is exactly the size that gets dismissed as noise.",2026-03-02 09:40:00;devendranath.singam;Confirmed. Wall clock had leaked into the window logic. This is the same lesson as the training-time leakage bugs in a different costume: something that should be derived from the data was derived from the environment.,2026-03-10 14:35:00;devendranath.singam;Fixed and asserted. The pacing is the only thing the clock controls now.,
Story,DRG-88,10088,External feed degradation and reporting,"No external feed may be load-bearing.

* a failed or rate-limited call falls back to cached data, then to a
  documented default, and records which of the three was used
* the run report and the dashboard both state when a feed was unavailable
* a degraded run is still a valid run, and is never silently presented as a
  fully-fed one",,DRG-9,Done,Done,Medium,devendranath.singam,sabitha.lingala,5,Sprint 31 (02 Mar - 13 Mar 2026),Streaming,resilience,2026-03-09 09:20:00,2026-03-20 15:30:00,2026-03-20 15:30:00,,2026-03-18 11:20:00;devendranath.singam;The three-level fallback with provenance recorded is the important part. A cached value silently substituted for a live one is how a demo shows yesterday's weather as if it were today's.,2026-03-20 15:25:00;sabitha.lingala;Closing the external dependency risk in the RAID log on the back of this. It moves from a delivery risk to a documented operational behaviour.,,
Task,DRG-89,10089,Simulation handover notes,"The equivalent of DRG-78 for the simulation stage: adoption sampling and why
it is consumption-weighted, the EV and heat pump profile assumptions, the
diversity result and how DRG-80 was found, and the ADMD sanity checks.

Second half of the knowledge concentration mitigation from DRG-50.",,DRG-15,Done,Done,Medium,divya.maram,sabitha.lingala,3,Sprint 31 (02 Mar - 13 Mar 2026),Docs,docs;raid,2026-03-09 09:25:00,2026-03-24 14:20:00,2026-03-24 14:20:00,,"2026-03-23 10:15:00;geetha.nallamada;Ran the scenario sweep from these notes without asking Divya anything, which is the acceptance test we used last time.",2026-03-24 14:15:00;sabitha.lingala;Knowledge concentration risk now closed rather than watched. Both critical stages are documented well enough to be operated by the other analyst.,,
Story,DRG-90,10090,Sensitivity sweep framework,"As the project
I want to sweep the assumptions and see how the conclusions move
So that we can say which assumptions the findings actually depend on.

* sweep any config parameter across a range, re-running the affected stages
* parameters in scope: adoption rates, charger power, heat pump COP, the
  stress percentile, and the event duration rules
* results tabulated so one assumption's effect is readable in isolation",,DRG-7,Done,Done,Medium,geetha.nallamada,sabitha.lingala,8,Sprint 32 (16 Mar - 27 Mar 2026),Analysis,sensitivity,2026-03-23 09:20:00,2026-04-03 16:00:00,2026-04-03 16:00:00,,"2026-03-25 10:20:00;geetha.nallamada;Sweeping the stress percentile itself is the one people forget. If the entire finding changes between P90 and P95, then the finding is about our choice of percentile rather than about electrification.",,,
Story,DRG-91,10091,Sensitivity of stress frequency and duration,"Objective 5 delivered: how stress frequency and mean event duration respond to
each assumption, across all four neighbourhoods.

Reported as the change in output per unit change in assumption, so the
assumptions can be ranked by how much they matter.",,DRG-7,Done,Done,High,geetha.nallamada,sabitha.lingala,5,Sprint 33 (30 Mar - 10 Apr 2026),Analysis,sensitivity,2026-04-06 09:20:00,2026-04-17 15:40:00,2026-04-17 15:40:00,,"2026-04-14 11:15:00;geetha.nallamada;Adoption rate dominates everything else by a wide margin. Charger power and COP matter within plausible ranges but do not change the direction or the order of magnitude, and the stress percentile shifts the absolute numbers without changing the ratio between scenarios.","2026-04-17 15:35:00;divya.maram;Which is the reassuring version of this result. The conclusion is about electrification, not about our parameter choices.",,
Task,DRG-92,10092,Publish which assumptions the conclusions depend on,"Write up the sensitivity findings in the form a planner can use.

The claim we can defend: the ratio between scenarios is robust; the absolute
stress frequency depends on the percentile chosen; and everything depends on
the adoption rate, which is the one number we are not forecasting and should
not pretend to.",,DRG-7,Done,Done,Medium,geetha.nallamada,sabitha.lingala,3,Sprint 34 (13 Apr - 24 Apr 2026),Docs,sensitivity;honesty,2026-04-13 09:15:00,2026-04-24 14:30:00,2026-04-24 14:30:00,,"2026-04-24 14:25:00;geetha.nallamada;Saying plainly that we do not forecast adoption is important. DRG tells you what happens if adoption reaches a level; it does not tell you whether it will, and conflating those two is how a scenario tool gets quoted as a prediction.",,,
Story,DRG-93,10093,SHAP global explanations,"Objective 6: explain the primary model's forecasts.

* SHAP over the XGBoost model on the test window
* global driver ranking with each feature's share of total attribution
* cross-checked against the model's own feature importances - they should
  broadly agree, and a disagreement is worth investigating rather than
  ignoring",,DRG-8,Done,Done,Medium,geetha.nallamada,sabitha.lingala,8,Sprint 34 (13 Apr - 24 Apr 2026),Explain,xai;shap,2026-04-20 09:20:00,2026-05-08 15:50:00,2026-05-08 15:50:00,,"2026-05-05 10:30:00;geetha.nallamada;lag_336 at 39%, lag_1 at 27%, lag_48 at 7.6%, time of day at 4%. That matches the autocorrelation analysis from DRG-36 fifteen months ago, which is a satisfying consistency check across two completely independent methods.",2026-05-08 15:45:00;divya.maram;And it validates the feature design decision retrospectively. The weekly lag was the right thing to build first.,,
Story,DRG-94,10094,SHAP during stress periods,"The same attribution, restricted to half-hours that are actually in stress.

The operationally interesting question is whether stress is driven by
different factors than normal demand. If it is, the alarm needs a different
explanation; if it is not, that is reassuring and worth stating.",,DRG-8,Done,Done,High,geetha.nallamada,sabitha.lingala,5,Sprint 35 (27 Apr - 08 May 2026),Explain,xai;stress,2026-05-04 09:20:00,2026-05-15 15:30:00,2026-05-15 15:30:00,,"2026-05-13 11:20:00;geetha.nallamada;Same drivers, but the lag terms take a larger share during stress - lag_336 holds at 39%, lag_1 rises to 29%, lag_48 to 10.7%, and time of day falls. High-demand half-hours are more strongly recurrent than ordinary ones.",2026-05-15 15:25:00;divya.maram;Which is the useful operational sentence: the stressful periods are the predictable ones. That is what makes them manageable rather than merely alarming.,,
Bug,DRG-95,10095,SHAP values computed on scaled features and reported as raw,"Observed: SHAP attributions for temperature were an order of magnitude
smaller than the lag features, which did not match the model's own importance
ranking.

Cause: explanations were computed on the standardised feature matrix but
labelled and plotted with the raw feature names and units, so contributions
were not comparable across features with different original scales.

Impact: the temperature driver looked negligible when it is not. Caught
before publication.

Fix: attribute in the model's feature space and report contributions as a
share of total absolute attribution, which is scale-free and comparable.",,DRG-8,Done,Done,High,geetha.nallamada,divya.maram,3,Sprint 36 (11 May - 22 May 2026),Explain,xai;silent,2026-05-11 10:20:00,2026-05-20 14:40:00,2026-05-20 14:40:00,,"2026-05-11 10:35:00;divya.maram;Flagged it because the SHAP ranking disagreed with the XGBoost feature importances, and DRG-93 said explicitly that a disagreement is worth investigating. That check earned its keep.","2026-05-20 14:35:00;geetha.nallamada;Fixed by reporting shares rather than absolute contributions. Also means the numbers are comparable between models, which will matter when the registry holds more than one.",,
Story,DRG-96,10096,Dashboard shell and chart theme,"As an operator
I want one application with a page per question
So that the analysis is usable without running Python.

* Streamlit multipage shell, neighbourhood and date range selected once and
  respected everywhere
* a single chart theme: fixed colour per neighbourhood across all pages,
  sequential ramps for magnitude only, no dual axes
* every page states the as-of date and the data source - real or synthetic",,DRG-11,Done,Done,Medium,divya.maram,sabitha.lingala,5,Sprint 35 (27 Apr - 08 May 2026),Dashboard,dashboard;design-system,2026-04-27 09:20:00,2026-05-15 16:10:00,2026-05-15 16:10:00,,"2026-04-29 10:15:00;divya.maram;Theme before the first chart. The rule that matters most here is fixed colour per neighbourhood - four sites across six pages, and if the colours shuffle the reader has to relearn the legend every time.","2026-05-14 11:30:00;geetha.nallamada;The 'real or synthetic' badge is not optional. Someone will screenshot a synthetic run into a planning document otherwise, and the numbers are plausible enough that nobody would catch it.",,
Story,DRG-97,10097,Demand and forecast page,"The default view: actual demand, the forecast, the stress threshold and the
detected stress events for the selected neighbourhood and window.

* forecast error summarised for the visible window, not just overall
* stress events shaded, with duration on hover
* the model version behind the forecast shown on the page",,DRG-11,Done,Done,Medium,divya.maram,sabitha.lingala,5,Sprint 36 (11 May - 22 May 2026),Dashboard,dashboard,2026-05-11 09:20:00,2026-05-29 15:40:00,2026-05-29 15:40:00,,"2026-05-27 10:40:00;divya.maram;Error for the visible window rather than the headline test figure. A planner looking at a cold week wants to know how the model did that week, and the overall number can hide a bad one.",,,
Task,DRG-98,10098,Prepare QA onboarding,"Everything in place before the QA analyst starts on 15 June, so week one is
work rather than access requests.

* accounts, repository access, environment runbook
* a written first-week goal: run the pipeline, then write down what is not
  covered
* the modelling and simulation handover notes as reading material",,DRG-16,Done,Done,Medium,sabitha.lingala,sabitha.lingala,2,Sprint 37 (25 May - 05 Jun 2026),Governance,onboarding,2026-06-01 09:15:00,2026-06-12 15:20:00,2026-06-12 15:20:00,,"2026-06-01 09:40:00;sabitha.lingala;Six months after it was raised at the year-end review. Recording the delay because the cost is visible: five of the defects since January were silent, and a QA perspective would have caught at least the SHAP scaling one sooner.","2026-06-12 15:15:00;devendranath.singam;Runbook dry-run from a clean machine. run-all from a fresh clone works with no dataset and no keys, which is the whole point of the DRG-23 decision paying off eighteen months later.",,
Task,DRG-99,10099,QA onboarding - Neha Chauhan,"First week for the QA analyst joining 15 June 2026.

* environment up, full pipeline run end to end
* walk through the stage contract, the leakage rules and the stress definition
* deliverable: a written gap analysis of what the current tests do not cover",,DRG-17,Done,Done,Medium,neha.chauhan,sabitha.lingala,3,Sprint 38 (08 Jun - 19 Jun 2026),Quality,onboarding,2026-06-15 09:30:00,2026-06-26 16:00:00,2026-06-26 16:00:00,,"2026-06-16 11:20:00;neha.chauhan;run-all worked first time from the runbook, on synthetic data, with no credentials. That is rarer than it should be and it made the first day useful rather than administrative.","2026-06-19 14:30:00;neha.chauhan;Read the modelling notes. The striking thing is that of the eight significant defects on this project, seven produced a plausible wrong number rather than a failure. That shapes what I should be testing: agreement between stages, not behaviour of functions.","2026-06-26 15:50:00;neha.chauhan;Gap analysis done. No coverage at all on the simulation, the API contract, or anything checking that a model artefact matches the feature spec it claims. The third one is the quiet risk - the DRG-63 check exists but nothing tests that it fires.",2026-06-26 16:10:00;geetha.nallamada;That last point is a good catch and it is exactly the kind of thing we could not see from inside. Raising it into the gate work.
